City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temperature,Wind Speed
Faisalabad,0,PK,1622155534,"{'temp': 90.68, 'feels_like': 86.54, 'temp_min': 90.68, 'temp_max': 90.68, 'pressure': 997, 'humidity': 14, 'sea_level': 997, 'grnd_level': 977}",31.4167,73.0833,90.68,5.17
Great Yarmouth,37,GB,1622155534,"{'temp': 46.69, 'feels_like': 42.98, 'temp_min': 42.28, 'temp_max': 51.94, 'pressure': 1024, 'humidity': 88, 'sea_level': 1024, 'grnd_level': 1023}",52.6083,1.7305,51.94,7.45
Olinda,75,BR,1622155481,"{'temp': 73.13, 'feels_like': 74.28, 'temp_min': 73.13, 'temp_max': 73.13, 'pressure': 1014, 'humidity': 88, 'sea_level': 1014, 'grnd_level': 1010}",-8.0089,-34.8553,73.13,12.8
Sumbe,2,AO,1622155535,"{'temp': 75.06, 'feels_like': 75.83, 'temp_min': 75.06, 'temp_max': 75.06, 'pressure': 1013, 'humidity': 76, 'sea_level': 1013, 'grnd_level': 1012}",-11.2061,13.8437,75.06,6.58
Stettler,98,CA,1622155535,"{'temp': 73.15, 'feels_like': 71.33, 'temp_min': 71.44, 'temp_max': 73.15, 'pressure': 998, 'humidity': 25, 'sea_level': 998, 'grnd_level': 909}",52.3168,-112.7186,73.15,17.27
Mogadishu,32,SO,1622155536,"{'temp': 78.37, 'feels_like': 79.75, 'temp_min': 78.37, 'temp_max': 78.37, 'pressure': 1013, 'humidity': 82, 'sea_level': 1013, 'grnd_level': 1012}",2.0371,45.3438,78.37,14.14
Avera,25,US,1622155536,"{'temp': 89.6, 'feels_like': 89.78, 'temp_min': 85.95, 'temp_max': 93.07, 'pressure': 1014, 'humidity': 39, 'sea_level': 1014, 'grnd_level': 999}",33.194,-82.5271,93.07,10.13
Acapulco de Juárez,75,MX,1622155360,"{'temp': 89.42, 'feels_like': 97.27, 'temp_min': 89.42, 'temp_max': 89.42, 'pressure': 1011, 'humidity': 58, 'sea_level': 1011, 'grnd_level': 1008}",16.8634,-99.8901,89.42,8.43
Goderich,100,CA,1622155536,"{'temp': 48.24, 'feels_like': 43.36, 'temp_min': 44.56, 'temp_max': 50.2, 'pressure': 1023, 'humidity': 61}",43.7501,-81.7165,50.2,11.5
Aykhal,92,RU,1622155537,"{'temp': 47.43, 'feels_like': 41.9, 'temp_min': 47.43, 'temp_max': 47.43, 'pressure': 1014, 'humidity': 78, 'sea_level': 1014, 'grnd_level': 959}",66.0,111.5,47.43,12.97
Wellington,75,NZ,1622155537,"{'temp': 53.67, 'feels_like': 52.21, 'temp_min': 53.26, 'temp_max': 54.82, 'pressure': 999, 'humidity': 74}",-41.2866,174.7756,54.82,1.01
Dehlorān,0,IR,1622155537,"{'temp': 88.38, 'feels_like': 84.58, 'temp_min': 88.38, 'temp_max': 88.38, 'pressure': 1006, 'humidity': 15, 'sea_level': 1006, 'grnd_level': 981}",32.6941,47.2679,88.38,8.86
Ancud,100,CL,1622155538,"{'temp': 49.53, 'feels_like': 41.7, 'temp_min': 49.53, 'temp_max': 50.43, 'pressure': 999, 'humidity': 86, 'sea_level': 999, 'grnd_level': 993}",-41.8697,-73.8203,50.43,27.92
La Ronge,75,CA,1622155538,"{'temp': 64.65, 'feels_like': 61.99, 'temp_min': 64.62, 'temp_max': 64.65, 'pressure': 1014, 'humidity': 25}",55.1001,-105.2842,64.65,14.97
Cuiabá,0,BR,1622155537,"{'temp': 85.93, 'feels_like': 87.24, 'temp_min': 85.93, 'temp_max': 85.93, 'pressure': 1010, 'humidity': 48}",-15.5961,-56.0967,85.93,3.44
Abalak,40,RU,1622155538,"{'temp': 36.61, 'feels_like': 33.06, 'temp_min': 36.61, 'temp_max': 36.61, 'pressure': 1022, 'humidity': 86, 'sea_level': 1022, 'grnd_level': 1010}",58.1286,68.5944,36.61,4.34
Montepuez,54,MZ,1622155539,"{'temp': 60.94, 'feels_like': 60.93, 'temp_min': 60.94, 'temp_max': 60.94, 'pressure': 1018, 'humidity': 89, 'sea_level': 1018, 'grnd_level': 957}",-13.1256,38.9997,60.94,3.71
Morwell,72,AU,1622155539,"{'temp': 47.46, 'feels_like': 46.04, 'temp_min': 46.35, 'temp_max': 48.9, 'pressure': 1031, 'humidity': 87, 'sea_level': 1031, 'grnd_level': 1021}",-38.2333,146.4,48.9,3.87
Garut,70,ID,1622155539,"{'temp': 67.77, 'feels_like': 68.56, 'temp_min': 67.77, 'temp_max': 67.77, 'pressure': 1015, 'humidity': 92, 'sea_level': 1015, 'grnd_level': 930}",-7.2024,107.8878,67.77,0.58
Glotovka,8,RU,1622155540,"{'temp': 51.33, 'feels_like': 49.6, 'temp_min': 51.33, 'temp_max': 51.33, 'pressure': 1020, 'humidity': 73, 'sea_level': 1020, 'grnd_level': 983}",53.9491,46.7042,51.33,3.85
Palana,100,RU,1622155540,"{'temp': 32.92, 'feels_like': 25.59, 'temp_min': 32.92, 'temp_max': 32.92, 'pressure': 1005, 'humidity': 99, 'sea_level': 1005, 'grnd_level': 970}",59.1167,159.9667,32.92,8.63
Lazarev,100,RU,1622155540,"{'temp': 38.95, 'feels_like': 33.01, 'temp_min': 38.95, 'temp_max': 38.95, 'pressure': 1007, 'humidity': 82, 'sea_level': 1007, 'grnd_level': 1003}",52.225,141.5131,38.95,8.59
Taiyuan,0,CN,1622155540,"{'temp': 55.26, 'feels_like': 52.27, 'temp_min': 55.26, 'temp_max': 55.26, 'pressure': 1010, 'humidity': 38, 'sea_level': 1010, 'grnd_level': 921}",37.8694,112.5603,55.26,5.48
Morros,93,BR,1622155541,"{'temp': 75.25, 'feels_like': 74.46, 'temp_min': 75.25, 'temp_max': 75.25, 'pressure': 1011, 'humidity': 42, 'sea_level': 1011, 'grnd_level': 957}",-9.4467,-46.3003,75.25,2.64
Port-Gentil,40,GA,1622155541,"{'temp': 78.76, 'feels_like': 78.76, 'temp_min': 78.76, 'temp_max': 78.76, 'pressure': 1012, 'humidity': 89}",-0.7193,8.7815,78.76,6.91
Aksu,17,CN,1622155541,"{'temp': 70.47, 'feels_like': 68.14, 'temp_min': 70.47, 'temp_max': 70.47, 'pressure': 1006, 'humidity': 20, 'sea_level': 1006, 'grnd_level': 888}",41.1231,80.2644,70.47,4.41
Fossano,12,IT,1622155542,"{'temp': 56.35, 'feels_like': 55.63, 'temp_min': 50.36, 'temp_max': 62.11, 'pressure': 1016, 'humidity': 84}",44.5489,7.7201,62.11,3.44
Narsingdi,94,BD,1622155332,"{'temp': 82.42, 'feels_like': 94.1, 'temp_min': 82.42, 'temp_max': 82.42, 'pressure': 1005, 'humidity': 94, 'sea_level': 1005, 'grnd_level': 1004}",23.9208,90.7181,82.42,9.95
Durango,17,MX,1622155345,"{'temp': 91.45, 'feels_like': 87.17, 'temp_min': 91.45, 'temp_max': 91.45, 'pressure': 1007, 'humidity': 8, 'sea_level': 1007, 'grnd_level': 812}",24.8333,-104.8333,91.45,9.66
Tsaratanana,0,MG,1622155542,"{'temp': 65.64, 'feels_like': 65.43, 'temp_min': 65.64, 'temp_max': 65.64, 'pressure': 1018, 'humidity': 75, 'sea_level': 1018, 'grnd_level': 979}",-16.7833,47.65,65.64,5.66
Bubaque,7,GW,1622155542,"{'temp': 78.8, 'feels_like': 78.8, 'temp_min': 78.8, 'temp_max': 78.8, 'pressure': 1012, 'humidity': 79, 'sea_level': 1012, 'grnd_level': 1009}",11.2833,-15.8333,78.8,16.24
Izvoarele Sucevei,87,RO,1622155543,"{'temp': 49.42, 'feels_like': 49.42, 'temp_min': 49.42, 'temp_max': 49.42, 'pressure': 1014, 'humidity': 90, 'sea_level': 1014, 'grnd_level': 905}",47.75,25.1833,49.42,2.17
Khandyga,28,RU,1622155543,"{'temp': 61.09, 'feels_like': 58.55, 'temp_min': 61.09, 'temp_max': 61.09, 'pressure': 1004, 'humidity': 35, 'sea_level': 1004, 'grnd_level': 987}",62.6667,135.6,61.09,3.06
Salalah,20,OM,1622155543,"{'temp': 82.49, 'feels_like': 90.88, 'temp_min': 82.49, 'temp_max': 82.49, 'pressure': 1007, 'humidity': 83}",17.0151,54.0924,82.49,4.61
Laï,77,TD,1622155544,"{'temp': 83.17, 'feels_like': 84.88, 'temp_min': 83.17, 'temp_max': 83.17, 'pressure': 1011, 'humidity': 54, 'sea_level': 1011, 'grnd_level': 970}",9.3952,16.2989,83.17,8.75
Archidona,100,ES,1622155544,"{'temp': 54.46, 'feels_like': 53.6, 'temp_min': 52.84, 'temp_max': 58.42, 'pressure': 1017, 'humidity': 85, 'sea_level': 1017, 'grnd_level': 933}",37.0965,-4.3887,58.42,0.92
Moose Factory,90,CA,1622155544,"{'temp': 39.18, 'feels_like': 31.57, 'temp_min': 39.18, 'temp_max': 39.2, 'pressure': 1025, 'humidity': 52}",51.2585,-80.6094,39.2,12.66
Batagay,59,RU,1622155545,"{'temp': 60.85, 'feels_like': 58.42, 'temp_min': 60.85, 'temp_max': 60.85, 'pressure': 1008, 'humidity': 38, 'sea_level': 1008, 'grnd_level': 984}",67.6333,134.6333,60.85,3.91
Xingcheng,100,CN,1622155545,"{'temp': 56.66, 'feels_like': 55.51, 'temp_min': 56.66, 'temp_max': 56.66, 'pressure': 998, 'humidity': 74, 'sea_level': 998, 'grnd_level': 997}",40.6167,120.7167,56.66,23.67
Torit,87,SS,1622155545,"{'temp': 71.1, 'feels_like': 72.14, 'temp_min': 71.1, 'temp_max': 71.1, 'pressure': 1012, 'humidity': 90, 'sea_level': 1012, 'grnd_level': 943}",4.4133,32.5678,71.1,2.46
Birūr,3,IN,1622155545,"{'temp': 69.49, 'feels_like': 70, 'temp_min': 69.49, 'temp_max': 69.49, 'pressure': 1009, 'humidity': 82, 'sea_level': 1009, 'grnd_level': 921}",13.6167,75.9667,69.49,6.98
Ahipara,79,NZ,1622155546,"{'temp': 61.63, 'feels_like': 61.11, 'temp_min': 61.63, 'temp_max': 61.63, 'pressure': 1005, 'humidity': 77, 'sea_level': 1005, 'grnd_level': 1003}",-35.1667,173.1667,61.63,12.75
Fortuna,90,US,1622155546,"{'temp': 59.13, 'feels_like': 57.94, 'temp_min': 55.74, 'temp_max': 62.65, 'pressure': 1022, 'humidity': 68}",40.5982,-124.1573,62.65,1.99
Shirokiy,99,RU,1622155546,"{'temp': 52.61, 'feels_like': 51.42, 'temp_min': 52.61, 'temp_max': 52.61, 'pressure': 1002, 'humidity': 82, 'sea_level': 1002, 'grnd_level': 982}",49.758,129.523,52.61,7.67
Okha,51,RU,1622155547,"{'temp': 42.21, 'feels_like': 36.82, 'temp_min': 42.21, 'temp_max': 42.21, 'pressure': 1007, 'humidity': 75, 'sea_level': 1007, 'grnd_level': 1006}",53.5739,142.9478,42.21,8.95
Alyangula,30,AU,1622155547,"{'temp': 71.47, 'feels_like': 72.23, 'temp_min': 71.47, 'temp_max': 71.47, 'pressure': 1016, 'humidity': 83, 'sea_level': 1016, 'grnd_level': 1013}",-13.8483,136.4192,71.47,16.84
Vorobyevka,51,RU,1622155547,"{'temp': 59.63, 'feels_like': 58.44, 'temp_min': 59.63, 'temp_max': 59.63, 'pressure': 1017, 'humidity': 67, 'sea_level': 1017, 'grnd_level': 1004}",50.6451,40.9245,59.63,5.95
Tooele,1,US,1622155548,"{'temp': 76.86, 'feels_like': 75.27, 'temp_min': 69.98, 'temp_max': 79.9, 'pressure': 1012, 'humidity': 22, 'sea_level': 1012, 'grnd_level': 850}",40.5308,-112.2983,79.9,6.53
Alta Floresta,7,BR,1622155548,"{'temp': 75.43, 'feels_like': 75.87, 'temp_min': 75.43, 'temp_max': 75.43, 'pressure': 1010, 'humidity': 68, 'sea_level': 1010, 'grnd_level': 977}",-9.8756,-56.0861,75.43,4.12
Vaijāpur,77,IN,1622155548,"{'temp': 77.49, 'feels_like': 78.28, 'temp_min': 77.49, 'temp_max': 77.49, 'pressure': 1005, 'humidity': 71, 'sea_level': 1005, 'grnd_level': 947}",19.9167,74.7333,77.49,16.96
Biak,24,ID,1622155549,"{'temp': 77.92, 'feels_like': 79.12, 'temp_min': 77.92, 'temp_max': 77.92, 'pressure': 1013, 'humidity': 79, 'sea_level': 1013, 'grnd_level': 992}",-0.9131,122.8766,77.92,5.57
San Jose,20,US,1622155397,"{'temp': 73.33, 'feels_like': 72.61, 'temp_min': 58.05, 'temp_max': 83.08, 'pressure': 1018, 'humidity': 48}",37.3394,-121.895,83.08,11.99
Kargasok,100,RU,1622155549,"{'temp': 36.43, 'feels_like': 25.7, 'temp_min': 36.43, 'temp_max': 36.43, 'pressure': 1011, 'humidity': 71, 'sea_level': 1011, 'grnd_level': 1004}",59.0556,80.8572,36.43,20.33
Seoul,90,KR,1622155320,"{'temp': 54.88, 'feels_like': 54.19, 'temp_min': 54.36, 'temp_max': 54.97, 'pressure': 1001, 'humidity': 88, 'sea_level': 1001, 'grnd_level': 995}",37.5683,126.9778,54.97,4.03
Poum,85,NC,1622155550,"{'temp': 72.54, 'feels_like': 72.68, 'temp_min': 72.54, 'temp_max': 72.54, 'pressure': 1015, 'humidity': 68, 'sea_level': 1015, 'grnd_level': 1015}",-20.2333,164.0167,72.54,6.78
Broome,1,US,1622155522,"{'temp': 61.63, 'feels_like': 60.31, 'temp_min': 57.47, 'temp_max': 65.17, 'pressure': 987, 'humidity': 60}",42.2506,-75.833,65.17,1.99
Riyadh,0,SA,1622155449,"{'temp': 91.45, 'feels_like': 87.17, 'temp_min': 87.94, 'temp_max': 91.45, 'pressure': 1012, 'humidity': 8}",24.6877,46.7219,91.45,8.05
City of San Pedro,75,PH,1622155550,"{'temp': 83.61, 'feels_like': 91.2, 'temp_min': 82.15, 'temp_max': 84.09, 'pressure': 1012, 'humidity': 75, 'sea_level': 1012, 'grnd_level': 1003}",14.35,121.0167,84.09,7.16
Dumlan,21,PH,1622155550,"{'temp': 78.24, 'feels_like': 79.9, 'temp_min': 78.24, 'temp_max': 78.24, 'pressure': 1012, 'humidity': 88, 'sea_level': 1012, 'grnd_level': 1005}",7.4275,125.8819,78.24,1.54
Flinders,9,AU,1622155517,"{'temp': 56.16, 'feels_like': 54.48, 'temp_min': 52.88, 'temp_max': 57.38, 'pressure': 1019, 'humidity': 64}",-34.5833,150.8552,57.38,5.01
Codrington,100,AU,1622155551,"{'temp': 52.66, 'feels_like': 50.68, 'temp_min': 52.66, 'temp_max': 52.66, 'pressure': 1034, 'humidity': 65, 'sea_level': 1034, 'grnd_level': 1032}",-38.2667,141.9667,52.66,9.44
Fare,48,PF,1622155551,"{'temp': 80.26, 'feels_like': 83.64, 'temp_min': 80.26, 'temp_max': 80.26, 'pressure': 1013, 'humidity': 72, 'sea_level': 1013, 'grnd_level': 1013}",-16.7,-151.0167,80.26,9.64
Palakkad,10,IN,1622155551,"{'temp': 75.24, 'feels_like': 76.84, 'temp_min': 75.24, 'temp_max': 75.24, 'pressure': 1009, 'humidity': 93, 'sea_level': 1009, 'grnd_level': 999}",10.7833,76.65,75.24,6.62
Chicama,52,PE,1622155552,"{'temp': 64.94, 'feels_like': 64.99, 'temp_min': 64.94, 'temp_max': 64.94, 'pressure': 1013, 'humidity': 82, 'sea_level': 1013, 'grnd_level': 997}",-7.8447,-79.1469,64.94,7.07
Tazovsky,70,RU,1622155552,"{'temp': 23.61, 'feels_like': 13.77, 'temp_min': 23.61, 'temp_max': 23.61, 'pressure': 1015, 'humidity': 90, 'sea_level': 1015, 'grnd_level': 1011}",67.4667,78.7,23.61,9.28
Bilibino,92,RU,1622155552,"{'temp': 48.34, 'feels_like': 44.37, 'temp_min': 48.34, 'temp_max': 48.34, 'pressure': 1015, 'humidity': 50, 'sea_level': 1015, 'grnd_level': 980}",68.0546,166.4372,48.34,8.97
Kilindoni,13,TZ,1622155553,"{'temp': 78.66, 'feels_like': 79.47, 'temp_min': 78.66, 'temp_max': 78.66, 'pressure': 1016, 'humidity': 69, 'sea_level': 1016, 'grnd_level': 1012}",-7.9139,39.6668,78.66,14.45
Guarujá,18,BR,1622155490,"{'temp': 70.41, 'feels_like': 69.93, 'temp_min': 67.84, 'temp_max': 80.67, 'pressure': 1013, 'humidity': 59}",-23.9931,-46.2564,80.67,3.0
Tilichiki,100,RU,1622155553,"{'temp': 34.65, 'feels_like': 27.79, 'temp_min': 34.65, 'temp_max': 34.65, 'pressure': 1009, 'humidity': 96, 'sea_level': 1009, 'grnd_level': 983}",60.4667,166.1,34.65,8.48
Okhotsk,99,RU,1622155553,"{'temp': 43.59, 'feels_like': 41.72, 'temp_min': 43.59, 'temp_max': 43.59, 'pressure': 1005, 'humidity': 70, 'sea_level': 1005, 'grnd_level': 1005}",59.3833,143.3,43.59,3.71
Jalu,13,LY,1622155554,"{'temp': 78.89, 'feels_like': 78.89, 'temp_min': 78.89, 'temp_max': 78.89, 'pressure': 1014, 'humidity': 31, 'sea_level': 1014, 'grnd_level': 1010}",29.0331,21.5482,78.89,10.49
Cherskiy,95,RU,1622155554,"{'temp': 57.56, 'feels_like': 54.19, 'temp_min': 57.56, 'temp_max': 57.56, 'pressure': 1013, 'humidity': 25, 'sea_level': 1013, 'grnd_level': 1013}",68.75,161.3,57.56,8.21
Meadow Lake,1,US,1622155554,"{'temp': 84.07, 'feels_like': 81.19, 'temp_min': 81.68, 'temp_max': 87.48, 'pressure': 1009, 'humidity': 8, 'sea_level': 1009, 'grnd_level': 838}",34.8014,-106.5436,87.48,7.36
Zyryanka,69,RU,1622155552,"{'temp': 60.62, 'feels_like': 57.56, 'temp_min': 60.62, 'temp_max': 60.62, 'pressure': 1004, 'humidity': 25, 'sea_level': 1004, 'grnd_level': 1000}",65.75,150.85,60.62,21.9
Lavrentiya,7,RU,1622155555,"{'temp': 34.38, 'feels_like': 27.45, 'temp_min': 34.38, 'temp_max': 34.38, 'pressure': 1016, 'humidity': 89, 'sea_level': 1016, 'grnd_level': 1014}",65.5833,-171.0,34.38,8.52
Bockenem,33,DE,1622155555,"{'temp': 50.18, 'feels_like': 49.26, 'temp_min': 48.34, 'temp_max': 52.39, 'pressure': 1020, 'humidity': 93, 'sea_level': 1020, 'grnd_level': 1005}",52.0099,10.132,52.39,5.73
Praia da Vitória,20,PT,1622155555,"{'temp': 59.25, 'feels_like': 58.26, 'temp_min': 58.75, 'temp_max': 59.25, 'pressure': 1025, 'humidity': 72}",38.7333,-27.0667,59.25,9.57
Arrondissement de Thonon-les-Bains,0,FR,1622155556,"{'temp': 41.79, 'feels_like': 39.24, 'temp_min': 35.67, 'temp_max': 47.66, 'pressure': 1021, 'humidity': 82, 'sea_level': 1021, 'grnd_level': 888}",46.25,6.5,47.66,4.18
Yurga,100,RU,1622155556,"{'temp': 42.6, 'feels_like': 35.01, 'temp_min': 42.6, 'temp_max': 42.6, 'pressure': 1010, 'humidity': 67, 'sea_level': 1010, 'grnd_level': 991}",55.7231,84.8861,42.6,15.57
Galveston,75,US,1622155556,"{'temp': 84.67, 'feels_like': 96.71, 'temp_min': 81.97, 'temp_max': 89.22, 'pressure': 1013, 'humidity': 82}",29.3669,-94.9669,89.22,5.99
Kawalu,62,ID,1622155557,"{'temp': 71.26, 'feels_like': 72.59, 'temp_min': 71.26, 'temp_max': 71.26, 'pressure': 1013, 'humidity': 96, 'sea_level': 1013, 'grnd_level': 977}",-7.3817,108.2082,71.26,2.04
Naze,100,JP,1622155557,"{'temp': 68.92, 'feels_like': 69.87, 'temp_min': 68.92, 'temp_max': 68.92, 'pressure': 1010, 'humidity': 93, 'sea_level': 1010, 'grnd_level': 983}",28.3667,129.4833,68.92,2.48
Departamento de Maldonado,1,UY,1622155557,"{'temp': 60.19, 'feels_like': 59.95, 'temp_min': 60.19, 'temp_max': 62.22, 'pressure': 1007, 'humidity': 86, 'sea_level': 1007, 'grnd_level': 998}",-34.6667,-54.9167,62.22,7.4
Porbandar,84,IN,1622155558,"{'temp': 84.54, 'feels_like': 92.39, 'temp_min': 84.54, 'temp_max': 84.54, 'pressure': 1003, 'humidity': 72, 'sea_level': 1003, 'grnd_level': 1002}",21.6422,69.6093,84.54,13.98
San Quintín,0,MX,1622155523,"{'temp': 64.22, 'feels_like': 63.3, 'temp_min': 64.22, 'temp_max': 64.22, 'pressure': 1016, 'humidity': 63, 'sea_level': 1016, 'grnd_level': 1015}",30.4833,-115.95,64.22,16.64
Burē,61,ET,1622155558,"{'temp': 63.61, 'feels_like': 62.82, 'temp_min': 63.61, 'temp_max': 63.61, 'pressure': 1015, 'humidity': 67, 'sea_level': 1015, 'grnd_level': 801}",10.7,37.0667,63.61,4.09
Westport,35,US,1622155558,"{'temp': 76.01, 'feels_like': 75.33, 'temp_min': 71.04, 'temp_max': 80.64, 'pressure': 1011, 'humidity': 43}",41.1415,-73.3579,80.64,1.01
Alofi,40,NU,1622155559,"{'temp': 80.49, 'feels_like': 84.97, 'temp_min': 80.49, 'temp_max': 80.49, 'pressure': 1013, 'humidity': 78}",-19.0595,-169.9187,80.49,8.05
Zunyi,100,CN,1622155559,"{'temp': 63.16, 'feels_like': 63.45, 'temp_min': 63.16, 'temp_max': 63.16, 'pressure': 1012, 'humidity': 91, 'sea_level': 1012, 'grnd_level': 912}",27.6867,106.9072,63.16,3.47
Novy Urengoy,33,RU,1622155559,"{'temp': 30.2, 'feels_like': 20.71, 'temp_min': 30.2, 'temp_max': 30.2, 'pressure': 1015, 'humidity': 68, 'sea_level': 1015, 'grnd_level': 1009}",66.0833,76.6333,30.2,11.56
Viedma,78,AR,1622155559,"{'temp': 60.17, 'feels_like': 57.34, 'temp_min': 60.17, 'temp_max': 60.17, 'pressure': 996, 'humidity': 31, 'sea_level': 996, 'grnd_level': 995}",-40.8135,-62.9967,60.17,20.85
Husavik,34,IS,1622155552,"{'temp': 51.71, 'feels_like': 48.7, 'temp_min': 51.71, 'temp_max': 51.71, 'pressure': 1015, 'humidity': 45, 'sea_level': 1015, 'grnd_level': 1014}",66.0449,-17.3389,51.71,11.74
Adrar,73,MR,1622155560,"{'temp': 93.67, 'feels_like': 89.56, 'temp_min': 93.67, 'temp_max': 93.67, 'pressure': 1009, 'humidity': 17, 'sea_level': 1009, 'grnd_level': 967}",20.5022,-10.0711,93.67,10.76
Dezful,0,IR,1622155560,"{'temp': 87.12, 'feels_like': 83.53, 'temp_min': 87.12, 'temp_max': 87.12, 'pressure': 1004, 'humidity': 14, 'sea_level': 1004, 'grnd_level': 988}",32.3811,48.4058,87.12,5.64
Kruisfontein,73,ZA,1622155561,"{'temp': 55.89, 'feels_like': 55.02, 'temp_min': 55.89, 'temp_max': 55.89, 'pressure': 1015, 'humidity': 82, 'sea_level': 1015, 'grnd_level': 988}",-34.0033,24.7314,55.89,6.93
Eureka,100,US,1622155275,"{'temp': 59.22, 'feels_like': 59.02, 'temp_min': 57.81, 'temp_max': 61.2, 'pressure': 1021, 'humidity': 89}",40.8021,-124.1637,61.2,3.0
Porto-Novo,90,BJ,1622155354,"{'temp': 84.02, 'feels_like': 94.42, 'temp_min': 84.02, 'temp_max': 84.02, 'pressure': 1012, 'humidity': 81, 'sea_level': 1012, 'grnd_level': 1009}",6.4965,2.6036,84.02,8.05
Nānākuli,1,US,1622155561,"{'temp': 85.03, 'feels_like': 88.11, 'temp_min': 82.71, 'temp_max': 85.98, 'pressure': 1018, 'humidity': 56, 'sea_level': 1018, 'grnd_level': 1018}",21.3906,-158.1547,85.98,3.91
Barra de Tecoanapa,97,MX,1622155561,"{'temp': 87.53, 'feels_like': 90.97, 'temp_min': 87.53, 'temp_max': 87.53, 'pressure': 1010, 'humidity': 52, 'sea_level': 1010, 'grnd_level': 1010}",16.5167,-98.75,87.53,9.84
Loandjili,100,CG,1622155562,"{'temp': 76.5, 'feels_like': 77.94, 'temp_min': 76.5, 'temp_max': 76.5, 'pressure': 1013, 'humidity': 87, 'sea_level': 1013, 'grnd_level': 1012}",-4.7561,11.8578,76.5,3.42
Gravdal,90,NO,1622155562,"{'temp': 43.27, 'feels_like': 37.76, 'temp_min': 43.27, 'temp_max': 43.27, 'pressure': 1018, 'humidity': 80, 'sea_level': 1018, 'grnd_level': 1015}",68.1214,13.5031,43.27,9.82
Palora,83,EC,1622155562,"{'temp': 77.11, 'feels_like': 78.98, 'temp_min': 77.11, 'temp_max': 80.58, 'pressure': 1013, 'humidity': 95, 'sea_level': 1013, 'grnd_level': 915}",-1.7,-77.9333,80.58,0.58
Kananga,99,CD,1622155563,"{'temp': 69.49, 'feels_like': 68.49, 'temp_min': 69.49, 'temp_max': 69.49, 'pressure': 1012, 'humidity': 50, 'sea_level': 1012, 'grnd_level': 940}",-5.8958,22.4178,69.49,2.73
Ha Tinh,77,VN,1622155563,"{'temp': 78.03, 'feels_like': 79.84, 'temp_min': 78.03, 'temp_max': 78.03, 'pressure': 1008, 'humidity': 92, 'sea_level': 1008, 'grnd_level': 1008}",18.3333,105.9,78.03,2.71
Abu Kamal,0,SY,1622155563,"{'temp': 84.02, 'feels_like': 81.21, 'temp_min': 84.02, 'temp_max': 84.02, 'pressure': 1006, 'humidity': 18, 'sea_level': 1006, 'grnd_level': 986}",34.4506,40.9171,84.02,11.56
Kouango,91,CF,1622155564,"{'temp': 70.45, 'feels_like': 71.71, 'temp_min': 70.45, 'temp_max': 70.45, 'pressure': 1013, 'humidity': 96, 'sea_level': 1013, 'grnd_level': 971}",4.9934,19.9619,70.45,3.27
Cabedelo,53,BR,1622155564,"{'temp': 75.87, 'feels_like': 77.14, 'temp_min': 75.87, 'temp_max': 75.87, 'pressure': 1013, 'humidity': 85, 'sea_level': 1013, 'grnd_level': 1013}",-6.9811,-34.8339,75.87,11.79
San Rafael,87,AR,1622155564,"{'temp': 60.8, 'feels_like': 58.37, 'temp_min': 60.8, 'temp_max': 60.8, 'pressure': 1002, 'humidity': 38, 'sea_level': 1002, 'grnd_level': 924}",-34.6177,-68.3301,60.8,11.56
Kuytun,99,RU,1622155564,"{'temp': 44.82, 'feels_like': 41.25, 'temp_min': 44.82, 'temp_max': 44.82, 'pressure': 1005, 'humidity': 53, 'sea_level': 1005, 'grnd_level': 943}",54.3419,101.5036,44.82,6.42
Nantucket,1,US,1622155565,"{'temp': 72.43, 'feels_like': 72.57, 'temp_min': 66.96, 'temp_max': 78.91, 'pressure': 1012, 'humidity': 68}",41.2835,-70.0995,78.91,12.66
Santa Vitória,17,BR,1622155565,"{'temp': 76.39, 'feels_like': 75.97, 'temp_min': 76.39, 'temp_max': 76.39, 'pressure': 1012, 'humidity': 48, 'sea_level': 1012, 'grnd_level': 960}",-18.8386,-50.1214,76.39,5.39
Angoche,78,MZ,1622155565,"{'temp': 71.33, 'feels_like': 71.92, 'temp_min': 71.33, 'temp_max': 71.33, 'pressure': 1018, 'humidity': 80, 'sea_level': 1018, 'grnd_level': 1017}",-16.2325,39.9086,71.33,6.93
Savannakhet,99,LA,1622155566,"{'temp': 77.41, 'feels_like': 79.18, 'temp_min': 77.41, 'temp_max': 77.41, 'pressure': 1009, 'humidity': 92, 'sea_level': 1009, 'grnd_level': 992}",16.566,104.751,77.41,4.83
Saint-Louis,6,SN,1622155566,"{'temp': 85.64, 'feels_like': 83.82, 'temp_min': 85.64, 'temp_max': 85.64, 'pressure': 1010, 'humidity': 33, 'sea_level': 1010, 'grnd_level': 1006}",16.3333,-15.0,85.64,15.35
Boulder City,1,US,1622155487,"{'temp': 93.9, 'feels_like': 89.2, 'temp_min': 89.92, 'temp_max': 98.58, 'pressure': 1012, 'humidity': 8}",35.9786,-114.8325,98.58,8.05
Saldanha,71,ZA,1622155547,"{'temp': 57.25, 'feels_like': 56.91, 'temp_min': 57.25, 'temp_max': 57.25, 'pressure': 1019, 'humidity': 90, 'sea_level': 1019, 'grnd_level': 1015}",-33.0117,17.9442,57.25,11.1
