City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temperature,Wind Speed
Boa Vista,75,BR,1622155599,"{'temp': 78.78, 'feels_like': 78.78, 'temp_min': 78.78, 'temp_max': 78.78, 'pressure': 1011, 'humidity': 78}",2.8197,-60.6733,78.78,13.8
Itarema,10,BR,1622155599,"{'temp': 79.97, 'feels_like': 79.97, 'temp_min': 79.97, 'temp_max': 79.97, 'pressure': 1011, 'humidity': 78, 'sea_level': 1011, 'grnd_level': 1009}",-2.9248,-39.9167,79.97,14.79
Pāthardi,99,IN,1622155600,"{'temp': 78.26, 'feels_like': 78.98, 'temp_min': 78.26, 'temp_max': 78.26, 'pressure': 1005, 'humidity': 68, 'sea_level': 1005, 'grnd_level': 945}",19.1667,75.1833,78.26,11.54
Ol'ga,100,RU,1622155600,"{'temp': 47.37, 'feels_like': 43.68, 'temp_min': 47.37, 'temp_max': 47.37, 'pressure': 1004, 'humidity': 96, 'sea_level': 1004, 'grnd_level': 1001}",43.7444,135.2892,47.37,7.72
Vila Real,100,PT,1622155579,"{'temp': 57.13, 'feels_like': 55.45, 'temp_min': 57.13, 'temp_max': 58.06, 'pressure': 1016, 'humidity': 62, 'sea_level': 1016, 'grnd_level': 963}",41.3006,-7.7441,58.06,3.56
Araouane,100,ML,1622155600,"{'temp': 93.16, 'feels_like': 88.59, 'temp_min': 93.16, 'temp_max': 93.16, 'pressure': 1007, 'humidity': 9, 'sea_level': 1007, 'grnd_level': 976}",18.9048,-3.5265,93.16,5.57
Soyo,99,AO,1622155601,"{'temp': 75.87, 'feels_like': 77.34, 'temp_min': 75.87, 'temp_max': 75.87, 'pressure': 1013, 'humidity': 89, 'sea_level': 1013, 'grnd_level': 1012}",-6.1349,12.3689,75.87,6.04
Waddān,0,LY,1622155601,"{'temp': 83.57, 'feels_like': 80.83, 'temp_min': 83.57, 'temp_max': 83.57, 'pressure': 1015, 'humidity': 16, 'sea_level': 1015, 'grnd_level': 987}",29.1614,16.139,83.57,11.14
Alice Springs,92,AU,1622155404,"{'temp': 38.75, 'feels_like': 32.11, 'temp_min': 38.75, 'temp_max': 38.75, 'pressure': 1029, 'humidity': 75, 'sea_level': 1029, 'grnd_level': 960}",-23.7,133.8833,38.75,9.95
Khetri,3,IN,1622155601,"{'temp': 89.01, 'feels_like': 85.15, 'temp_min': 89.01, 'temp_max': 89.01, 'pressure': 999, 'humidity': 16, 'sea_level': 999, 'grnd_level': 948}",27.9833,75.8,89.01,7.38
Saint-Augustin,75,CA,1622155602,"{'temp': 47.52, 'feels_like': 44.92, 'temp_min': 47.52, 'temp_max': 47.52, 'pressure': 998, 'humidity': 74, 'sea_level': 998, 'grnd_level': 998}",51.226,-58.6502,47.52,5.61
Shimoda,100,JP,1622155602,"{'temp': 68.18, 'feels_like': 68.27, 'temp_min': 68.18, 'temp_max': 68.18, 'pressure': 1006, 'humidity': 76, 'sea_level': 1006, 'grnd_level': 1006}",34.6667,138.95,68.18,14.92
Vilyuysk,63,RU,1622155602,"{'temp': 58.78, 'feels_like': 56.86, 'temp_min': 58.78, 'temp_max': 58.78, 'pressure': 1007, 'humidity': 53, 'sea_level': 1007, 'grnd_level': 994}",63.7553,121.6247,58.78,4.99
Manbij,1,SY,1622155603,"{'temp': 70.57, 'feels_like': 69.64, 'temp_min': 70.57, 'temp_max': 70.57, 'pressure': 1007, 'humidity': 49, 'sea_level': 1007, 'grnd_level': 954}",36.5281,37.9549,70.57,11.61
Tynda,100,RU,1622155603,"{'temp': 42.08, 'feels_like': 40.23, 'temp_min': 42.08, 'temp_max': 42.08, 'pressure': 1003, 'humidity': 90, 'sea_level': 1003, 'grnd_level': 940}",55.1667,124.7167,42.08,3.47
Ugoofaaru,97,MV,1622155603,"{'temp': 82.2, 'feels_like': 88.77, 'temp_min': 82.2, 'temp_max': 82.2, 'pressure': 1010, 'humidity': 78, 'sea_level': 1010, 'grnd_level': 1010}",5.6667,73.0,82.2,21.77
Ushibukamachi,100,JP,1622155604,"{'temp': 69.12, 'feels_like': 69.53, 'temp_min': 69.12, 'temp_max': 69.12, 'pressure': 1008, 'humidity': 81, 'sea_level': 1008, 'grnd_level': 1007}",32.1906,130.0228,69.12,8.43
Zemio,100,CF,1622155604,"{'temp': 67.39, 'feels_like': 68.43, 'temp_min': 67.39, 'temp_max': 67.39, 'pressure': 1013, 'humidity': 98, 'sea_level': 1013, 'grnd_level': 948}",5.0314,25.1361,67.39,0.85
Bouna,82,CI,1622155604,"{'temp': 79.9, 'feels_like': 79.9, 'temp_min': 79.9, 'temp_max': 79.9, 'pressure': 1011, 'humidity': 69, 'sea_level': 1011, 'grnd_level': 975}",9.2667,-3.0,79.9,8.03
Sinnamary,100,GF,1622155604,"{'temp': 75.9, 'feels_like': 77.61, 'temp_min': 75.9, 'temp_max': 75.9, 'pressure': 1013, 'humidity': 94, 'sea_level': 1013, 'grnd_level': 1012}",5.3833,-52.95,75.9,8.41
Port Huron,20,US,1622155605,"{'temp': 47.01, 'feels_like': 46.29, 'temp_min': 45.99, 'temp_max': 53.83, 'pressure': 1014, 'humidity': 68}",42.9709,-82.4249,53.83,3.0
Phuket,75,TH,1622155474,"{'temp': 76.28, 'feels_like': 77.97, 'temp_min': 75.42, 'temp_max': 83.08, 'pressure': 1010, 'humidity': 93, 'sea_level': 1010, 'grnd_level': 1010}",8.0,98.25,83.08,10.94
Tekeli,100,KZ,1622155605,"{'temp': 57.65, 'feels_like': 57.11, 'temp_min': 57.65, 'temp_max': 57.65, 'pressure': 1015, 'humidity': 85, 'sea_level': 1015, 'grnd_level': 879}",44.83,78.8239,57.65,9.4
Aipe,40,CO,1622155605,"{'temp': 80.65, 'feels_like': 83.59, 'temp_min': 80.65, 'temp_max': 80.65, 'pressure': 1009, 'humidity': 67, 'sea_level': 1009, 'grnd_level': 966}",3.2222,-75.2367,80.65,3.33
Berezniki,100,RU,1622155606,"{'temp': 46.83, 'feels_like': 43.83, 'temp_min': 46.83, 'temp_max': 46.83, 'pressure': 1019, 'humidity': 64, 'sea_level': 1019, 'grnd_level': 999}",59.4152,56.8124,46.83,6.13
Hailar,81,CN,1622155606,"{'temp': 48.38, 'feels_like': 46.4, 'temp_min': 48.38, 'temp_max': 48.38, 'pressure': 1003, 'humidity': 72, 'sea_level': 1003, 'grnd_level': 931}",49.2,119.7,48.38,4.88
Tananger,90,NO,1622155606,"{'temp': 48.97, 'feels_like': 48.13, 'temp_min': 47.12, 'temp_max': 51.94, 'pressure': 1018, 'humidity': 95}",58.9333,5.6,51.94,3.44
Sioux Lookout,40,CA,1622155334,"{'temp': 51.87, 'feels_like': 47.93, 'temp_min': 51.87, 'temp_max': 52.18, 'pressure': 1025, 'humidity': 25}",50.1001,-91.917,52.18,5.75
Narsaq,57,GL,1622155607,"{'temp': 53.82, 'feels_like': 51.67, 'temp_min': 53.82, 'temp_max': 53.82, 'pressure': 1005, 'humidity': 59, 'sea_level': 1005, 'grnd_level': 1002}",60.9167,-46.05,53.82,5.97
Ngunguru,83,NZ,1622155607,"{'temp': 57.16, 'feels_like': 56.43, 'temp_min': 57.16, 'temp_max': 57.16, 'pressure': 1004, 'humidity': 82, 'sea_level': 1004, 'grnd_level': 1000}",-35.6167,174.5,57.16,11.01
Ketchikan,1,US,1622155607,"{'temp': 61.27, 'feels_like': 59.34, 'temp_min': 55.38, 'temp_max': 61.27, 'pressure': 1008, 'humidity': 48}",55.3422,-131.6461,61.27,13.8
Menongue,0,AO,1622155608,"{'temp': 51.67, 'feels_like': 48.88, 'temp_min': 51.67, 'temp_max': 51.67, 'pressure': 1020, 'humidity': 50, 'sea_level': 1020, 'grnd_level': 869}",-14.6585,17.691,51.67,3.85
Walvis Bay,5,NA,1622155608,"{'temp': 61.75, 'feels_like': 60.58, 'temp_min': 59.09, 'temp_max': 61.75, 'pressure': 1016, 'humidity': 63, 'sea_level': 1016, 'grnd_level': 1016}",-22.9575,14.5053,61.75,13.11
Port Hedland,100,AU,1622155608,"{'temp': 75.25, 'feels_like': 74.5, 'temp_min': 75.25, 'temp_max': 75.25, 'pressure': 1017, 'humidity': 43}",-20.3167,118.5667,75.25,11.5
Calama,75,CL,1622155609,"{'temp': 55.89, 'feels_like': 53.71, 'temp_min': 55.89, 'temp_max': 55.89, 'pressure': 1027, 'humidity': 54}",-22.4667,-68.9333,55.89,25.32
Gizo Government Station,100,SB,1622155609,"{'temp': 77.31, 'feels_like': 79.11, 'temp_min': 77.31, 'temp_max': 77.31, 'pressure': 1012, 'humidity': 93, 'sea_level': 1012, 'grnd_level': 1010}",-8.103,156.8419,77.31,8.99
Charters Towers,1,AU,1622155609,"{'temp': 64.31, 'feels_like': 62.13, 'temp_min': 64.31, 'temp_max': 64.31, 'pressure': 1022, 'humidity': 36, 'sea_level': 1022, 'grnd_level': 985}",-20.1,146.2667,64.31,15.14
Kudahuvadhoo,100,MV,1622155610,"{'temp': 83.89, 'feels_like': 91.9, 'temp_min': 83.89, 'temp_max': 83.89, 'pressure': 1010, 'humidity': 75, 'sea_level': 1010, 'grnd_level': 1009}",2.6708,72.8944,83.89,21.59
Cirò Marina,2,IT,1622155610,"{'temp': 65.03, 'feels_like': 64.2, 'temp_min': 65.03, 'temp_max': 65.03, 'pressure': 1014, 'humidity': 63, 'sea_level': 1014, 'grnd_level': 1013}",39.3732,17.126,65.03,6.73
Kédougou,66,SN,1622155610,"{'temp': 88.41, 'feels_like': 89.65, 'temp_min': 88.41, 'temp_max': 88.41, 'pressure': 1010, 'humidity': 44, 'sea_level': 1010, 'grnd_level': 997}",12.5579,-12.1743,88.41,3.67
Songea,3,TZ,1622155611,"{'temp': 53.46, 'feels_like': 52.07, 'temp_min': 53.46, 'temp_max': 53.46, 'pressure': 1020, 'humidity': 76, 'sea_level': 1020, 'grnd_level': 894}",-10.6833,35.65,53.46,1.86
Cherdyn',95,RU,1622155611,"{'temp': 45.68, 'feels_like': 41.68, 'temp_min': 45.68, 'temp_max': 45.68, 'pressure': 1018, 'humidity': 69, 'sea_level': 1018, 'grnd_level': 998}",60.403,56.4787,45.68,7.61
Grand-Santi,100,GF,1622155611,"{'temp': 72.48, 'feels_like': 74.14, 'temp_min': 72.48, 'temp_max': 72.48, 'pressure': 1014, 'humidity': 100, 'sea_level': 1014, 'grnd_level': 1007}",4.25,-54.3833,72.48,2.1
Tobermory,100,CA,1622155451,"{'temp': 48.31, 'feels_like': 43.81, 'temp_min': 48.31, 'temp_max': 48.31, 'pressure': 1023, 'humidity': 66, 'sea_level': 1023, 'grnd_level': 999}",45.2501,-81.6665,48.31,10.36
Dicabisagan,75,PH,1622155612,"{'temp': 83.48, 'feels_like': 91.24, 'temp_min': 83.48, 'temp_max': 83.48, 'pressure': 1012, 'humidity': 76, 'sea_level': 1012, 'grnd_level': 1011}",17.0818,122.4157,83.48,3.11
Guerrero Negro,0,MX,1622155612,"{'temp': 67.6, 'feels_like': 66.7, 'temp_min': 67.6, 'temp_max': 67.6, 'pressure': 1015, 'humidity': 56, 'sea_level': 1015, 'grnd_level': 1015}",27.9769,-114.0611,67.6,22.24
Kavaratti,14,IN,1622155612,"{'temp': 82.98, 'feels_like': 90.32, 'temp_min': 82.98, 'temp_max': 82.98, 'pressure': 1009, 'humidity': 77, 'sea_level': 1009, 'grnd_level': 1007}",10.5669,72.642,82.98,16.06
Laurel,1,US,1622155501,"{'temp': 80.87, 'feels_like': 81.27, 'temp_min': 76.84, 'temp_max': 83.88, 'pressure': 1014, 'humidity': 47}",39.0993,-76.8483,83.88,1.99
Kondinskoye,92,RU,1622155613,"{'temp': 39.58, 'feels_like': 36.66, 'temp_min': 39.58, 'temp_max': 39.58, 'pressure': 1021, 'humidity': 76, 'sea_level': 1021, 'grnd_level': 1016}",59.6481,67.41,39.58,4.18
Chipinge,0,ZW,1622155613,"{'temp': 50.68, 'feels_like': 47.71, 'temp_min': 50.68, 'temp_max': 50.68, 'pressure': 1021, 'humidity': 48, 'sea_level': 1021, 'grnd_level': 896}",-20.1883,32.6236,50.68,2.42
Sola,75,VU,1622155613,"{'temp': 81.27, 'feels_like': 84.92, 'temp_min': 81.27, 'temp_max': 81.27, 'pressure': 1012, 'humidity': 69}",-13.8833,167.55,81.27,0.0
Baijiantan,54,CN,1622155614,"{'temp': 82.13, 'feels_like': 80.35, 'temp_min': 82.13, 'temp_max': 82.13, 'pressure': 1004, 'humidity': 27, 'sea_level': 1004, 'grnd_level': 974}",45.6333,85.1833,82.13,25.68
São João da Barra,18,BR,1622155614,"{'temp': 72.41, 'feels_like': 73.49, 'temp_min': 72.41, 'temp_max': 72.41, 'pressure': 1016, 'humidity': 88, 'sea_level': 1016, 'grnd_level': 1015}",-21.6403,-41.0511,72.41,6.15
Puri,48,IN,1622155615,"{'temp': 84.38, 'feels_like': 99.82, 'temp_min': 84.38, 'temp_max': 84.38, 'pressure': 1002, 'humidity': 91, 'sea_level': 1002, 'grnd_level': 1002}",19.8,85.85,84.38,9.55
Arrondissement de Muret,55,FR,1622155615,"{'temp': 59.29, 'feels_like': 58.73, 'temp_min': 50.68, 'temp_max': 65.41, 'pressure': 1016, 'humidity': 81}",43.3333,1.25,65.41,1.99
"Leibnitz, Styria",99,AT,1622155615,"{'temp': 49.28, 'feels_like': 49.28, 'temp_min': 47.88, 'temp_max': 51.26, 'pressure': 1019, 'humidity': 86}",46.7816,15.5384,51.26,1.01
‘Ewa Beach,1,US,1622155330,"{'temp': 85.26, 'feels_like': 87.35, 'temp_min': 82.69, 'temp_max': 86.02, 'pressure': 1019, 'humidity': 52}",21.3156,-158.0072,86.02,15.99
Notre-Dame-du-Lac,16,CA,1622155616,"{'temp': 46.33, 'feels_like': 40.77, 'temp_min': 43.83, 'temp_max': 46.87, 'pressure': 1014, 'humidity': 41, 'sea_level': 1014, 'grnd_level': 993}",47.6136,-68.7964,46.87,12.12
Xining,99,CN,1622155616,"{'temp': 55.54, 'feels_like': 52.95, 'temp_min': 55.54, 'temp_max': 55.54, 'pressure': 1014, 'humidity': 46, 'sea_level': 1014, 'grnd_level': 779}",36.6167,101.7667,55.54,2.26
Feira de Santana,7,BR,1622155490,"{'temp': 68.68, 'feels_like': 68.83, 'temp_min': 68.68, 'temp_max': 68.68, 'pressure': 1016, 'humidity': 76, 'sea_level': 1016, 'grnd_level': 990}",-12.2667,-38.9667,68.68,7.38
Mrągowo,22,PL,1622155616,"{'temp': 42.8, 'feels_like': 39.06, 'temp_min': 42.8, 'temp_max': 42.8, 'pressure': 1016, 'humidity': 94, 'sea_level': 1016, 'grnd_level': 999}",53.8644,21.3051,42.8,6.06
Lompoc,1,US,1622155617,"{'temp': 66.51, 'feels_like': 66, 'temp_min': 59.72, 'temp_max': 77.13, 'pressure': 1018, 'humidity': 67}",34.6391,-120.4579,77.13,17.27
Lexington,1,US,1622155408,"{'temp': 81.88, 'feels_like': 81.59, 'temp_min': 80.89, 'temp_max': 83.95, 'pressure': 1015, 'humidity': 42}",37.9887,-84.4777,83.95,1.01
Lata,100,PT,1622155544,"{'temp': 59.49, 'feels_like': 59.32, 'temp_min': 53.35, 'temp_max': 63.72, 'pressure': 1017, 'humidity': 89, 'sea_level': 1017, 'grnd_level': 996}",40.1629,-8.3327,63.72,2.01
Sharan,0,RU,1622155617,"{'temp': 48.52, 'feels_like': 48.52, 'temp_min': 48.52, 'temp_max': 48.52, 'pressure': 1021, 'humidity': 85, 'sea_level': 1021, 'grnd_level': 1001}",54.8167,54.0,48.52,2.91
Sabile,81,LV,1622155617,"{'temp': 43.63, 'feels_like': 41.27, 'temp_min': 43.63, 'temp_max': 43.63, 'pressure': 1014, 'humidity': 97, 'sea_level': 1014, 'grnd_level': 1009}",57.0458,22.5726,43.63,4.29
Nova Friburgo,18,BR,1622155618,"{'temp': 60.21, 'feels_like': 60.53, 'temp_min': 60.21, 'temp_max': 60.21, 'pressure': 1018, 'humidity': 98, 'sea_level': 1018, 'grnd_level': 918}",-22.2819,-42.5311,60.21,1.52
Nuuk,6,GL,1622155618,"{'temp': 38.01, 'feels_like': 34.47, 'temp_min': 36.88, 'temp_max': 38.01, 'pressure': 1009, 'humidity': 87}",64.1835,-51.7216,38.01,4.61
Indramayu,40,ID,1622155618,"{'temp': 79.14, 'feels_like': 79.14, 'temp_min': 79.14, 'temp_max': 79.14, 'pressure': 1011, 'humidity': 80, 'sea_level': 1011, 'grnd_level': 1011}",-6.3264,108.32,79.14,6.04
Praia,20,CV,1622155619,"{'temp': 72.14, 'feels_like': 72.48, 'temp_min': 72.14, 'temp_max': 72.14, 'pressure': 1015, 'humidity': 73}",14.9215,-23.5087,72.14,14.97
Espinosa,52,BR,1622155619,"{'temp': 77.38, 'feels_like': 76.98, 'temp_min': 77.38, 'temp_max': 77.38, 'pressure': 1014, 'humidity': 46, 'sea_level': 1014, 'grnd_level': 951}",-14.9261,-42.8192,77.38,4.61
Saint-Leu,11,RE,1622155619,"{'temp': 70.07, 'feels_like': 70.3, 'temp_min': 69.67, 'temp_max': 70.66, 'pressure': 1019, 'humidity': 75, 'sea_level': 1019, 'grnd_level': 1007}",-21.15,55.2833,70.66,4.36
Richmond,40,US,1622155381,"{'temp': 85.98, 'feels_like': 85.03, 'temp_min': 80.98, 'temp_max': 89.58, 'pressure': 1014, 'humidity': 38}",37.5538,-77.4603,89.58,5.01
Pangody,25,RU,1622155620,"{'temp': 31.89, 'feels_like': 24.15, 'temp_min': 31.89, 'temp_max': 31.89, 'pressure': 1017, 'humidity': 69, 'sea_level': 1017, 'grnd_level': 1010}",65.85,74.4859,31.89,8.97
Boda,35,CF,1622155620,"{'temp': 69.37, 'feels_like': 70.52, 'temp_min': 69.37, 'temp_max': 69.37, 'pressure': 1013, 'humidity': 96, 'sea_level': 1013, 'grnd_level': 956}",4.3189,17.4695,69.37,0.34
Rabo de Peixe,20,PT,1622155620,"{'temp': 58.51, 'feels_like': 57.45, 'temp_min': 58.51, 'temp_max': 58.51, 'pressure': 1025, 'humidity': 72, 'sea_level': 1025, 'grnd_level': 1012}",37.8,-25.5833,58.51,6.22
